channel,media_units,distribution,ci_hi,ci_lo,mean,channel_type,scaled_count_histogram,count_histogram,start_interval_histogram,end_interval_histogram
Meta Facebook,837430.25,prior,0.94865644,0.67233366,0.815671,media,,,,
Meta Facebook,840520.375,posterior,0.769051,0.59299356,0.6782004,media,,,,
Meta Facebook,840520.375,prior,0.9488356,0.6731446,0.81619817,media,,,,
Meta Facebook,843610.5625,posterior,0.7697022,0.5938789,0.6789905,media,,,,
Meta Facebook,843610.5625,prior,0.9490134,0.67395145,0.81672186,media,,,,
Meta Facebook,846700.6875,posterior,0.7703496,0.5947605,0.67977625,media,,,,
Meta Facebook,846700.6875,prior,0.94919,0.6747544,0.8172434,media,,,,
Meta Facebook,849790.8125,posterior,0.7709935,0.5956382,0.68055785,media,,,,
Meta Facebook,849790.8125,prior,0.94936544,0.6755534,0.81776035,media,,,,
Meta Facebook,852880.9375,posterior,0.77163374,0.59651214,0.68133634,media,,,,
Meta Facebook,852880.9375,prior,0.94953966,0.67634845,0.8182755,media,,,,
Meta Facebook,855971.1875,posterior,0.77227044,0.5973823,0.6821115,media,,,,
Meta Facebook,855971.1875,prior,0.9497127,0.67713964,0.81878775,media,,,,
Meta Facebook,859061.3125,posterior,0.77290356,0.5982487,0.6828821,media,,,,
Meta Facebook,859061.3125,prior,0.94988453,0.67792696,0.8192969,media,,,,
Meta Facebook,862151.4375,posterior,0.7735332,0.59911144,0.68364924,media,,,,
Meta Facebook,862151.4375,prior,0.9500551,0.67871046,0.819803,media,,,,
Meta Facebook,865241.5625,posterior,0.7741594,0.5999704,0.6844126,media,,,,
Meta Facebook,865241.5625,prior,0.95022464,0.67949015,0.8203066,media,,,,
Meta Facebook,868331.75,posterior,0.774782,0.6008257,0.6851717,media,,,,
Meta Facebook,868331.75,prior,0.950393,0.680266,0.82080656,media,,,,
Meta Facebook,871421.875,posterior,0.7754013,0.6016774,0.6859284,media,,,,
Meta Facebook,871421.875,prior,0.9505602,0.6810382,0.8213042,media,,,,
Meta Facebook,874512.0,posterior,0.7760172,0.60252553,0.6866799,media,,,,
Meta Facebook,874512.0,prior,0.9507263,0.6818066,0.8217997,media,,,,
Meta Facebook,877602.25,posterior,0.7766297,0.60337,0.6874285,media,,,,
Meta Facebook,877602.25,prior,0.9508913,0.6825714,0.82229185,media,,,,
Meta Facebook,880692.375,posterior,0.77723885,0.60421085,0.68817383,media,,,,
Meta Facebook,880692.375,prior,0.95105517,0.6833325,0.8227816,media,,,,
Meta Facebook,883782.5,posterior,0.7778447,0.6050482,0.6889154,media,,,,
Meta Facebook,883782.5,prior,0.9512179,0.68408996,0.82326835,media,,,,
Meta Facebook,886872.625,posterior,0.7784473,0.6058819,0.6896528,media,,,,
Meta Facebook,886872.625,prior,0.95137966,0.6848438,0.82375246,media,,,,
Meta Facebook,889962.75,posterior,0.7790466,0.60671216,0.6903878,media,,,,
Meta Facebook,889962.75,prior,0.9515403,0.685594,0.82423353,media,,,,
Meta Facebook,893052.9375,posterior,0.77964264,0.60753894,0.69111896,media,,,,
Meta Facebook,893052.9375,prior,0.95169985,0.6863407,0.8247119,media,,,,
Meta Facebook,896143.0625,posterior,0.78023547,0.60836226,0.6918465,media,,,,
Meta Facebook,896143.0625,prior,0.9518584,0.6870838,0.8251881,media,,,,
Meta Facebook,899233.1875,posterior,0.7808252,0.6091821,0.6925708,media,,,,
Meta Facebook,899233.1875,prior,0.9520159,0.6878234,0.8256616,media,,,,
Meta Facebook,902323.3125,posterior,0.7814117,0.6099985,0.6932908,media,,,,
Meta Facebook,902323.3125,prior,0.95217234,0.68855953,0.826133,media,,,,
Meta Facebook,905413.5625,posterior,0.7819951,0.6108116,0.69400805,media,,,,
Meta Facebook,905413.5625,prior,0.9523278,0.68929225,0.82660097,media,,,,
Meta Facebook,908503.6875,posterior,0.7825754,0.61162126,0.6947225,media,,,,
Meta Facebook,908503.6875,prior,0.9524822,0.69002146,0.827067,media,,,,
Meta Facebook,911593.8125,posterior,0.78315264,0.61242753,0.6954324,media,,,,
Meta Facebook,911593.8125,prior,0.9526357,0.6907473,0.82753026,media,,,,
Meta Facebook,914683.9375,posterior,0.78372675,0.6132304,0.6961412,media,,,,
Meta Facebook,914683.9375,prior,0.9527882,0.6914697,0.827991,media,,,,
Meta Facebook,917774.125,posterior,0.7842979,0.61403006,0.69684386,media,,,,
Meta Facebook,917774.125,prior,0.9529397,0.6921888,0.8284493,media,,,,
Meta Facebook,920864.25,posterior,0.784866,0.6148264,0.6975445,media,,,,
Meta Facebook,920864.25,prior,0.95309013,0.69290453,0.8289055,media,,,,
Meta Facebook,923954.375,posterior,0.78543115,0.6156194,0.69824195,media,,,,
Meta Facebook,923954.375,prior,0.9532397,0.6936169,0.82935894,media,,,,
Meta Facebook,927044.625,posterior,0.7859933,0.61640924,0.6989357,media,,,,
Meta Facebook,927044.625,prior,0.9533883,0.69432604,0.82980967,media,,,,
Meta Facebook,930134.75,posterior,0.78655255,0.6171958,0.699627,media,,,,
Meta Facebook,930134.75,prior,0.953536,0.6950319,0.830258,media,,,,
Meta Facebook,933224.875,posterior,0.78710884,0.6179791,0.7003152,media,,,,
Meta Facebook,933224.875,prior,0.9536827,0.69573444,0.83070517,media,,,,
Meta Facebook,936315.0,posterior,0.78766227,0.6187592,0.70099926,media,,,,
Meta Facebook,936315.0,prior,0.95382845,0.6964338,0.8311487,media,,,,
Meta Facebook,939405.125,posterior,0.7882128,0.6195362,0.7016819,media,,,,
Meta Facebook,939405.125,prior,0.9539734,0.6971299,0.8315901,media,,,,
Meta Facebook,942495.3125,posterior,0.7887605,0.62031,0.70235914,media,,,,
Meta Facebook,942495.3125,prior,0.95411736,0.69782287,0.83202976,media,,,,
Meta Facebook,945585.4375,posterior,0.7893054,0.62108064,0.70303446,media,,,,
Meta Facebook,945585.4375,prior,0.95426047,0.6985127,0.83246624,media,,,,
Meta Facebook,948675.5625,posterior,0.78984743,0.62184817,0.70370734,media,,,,
Meta Facebook,948675.5625,prior,0.9544026,0.69919926,0.83290064,media,,,,
Meta Facebook,951765.6875,posterior,0.79038674,0.62261254,0.7043762,media,,,,
Meta Facebook,951765.6875,prior,0.954544,0.6998828,0.83333355,media,,,,
Meta Facebook,954855.9375,posterior,0.7909233,0.6233739,0.7050431,media,,,,
Meta Facebook,954855.9375,prior,0.9546844,0.70056325,0.83376366,media,,,,
Meta Facebook,957946.0625,posterior,0.7914571,0.6241322,0.70570505,media,,,,
Meta Facebook,957946.0625,prior,0.954824,0.7012406,0.8341909,media,,,,
Meta Facebook,961036.1875,posterior,0.7919882,0.6248874,0.7063659,media,,,,
Meta Facebook,961036.1875,prior,0.9549627,0.70191485,0.8346171,media,,,,
Meta Facebook,964126.3125,posterior,0.79251647,0.6256396,0.70702267,media,,,,
Meta Facebook,964126.3125,prior,0.9551006,0.7025861,0.83504033,media,,,,
Meta Facebook,967216.5,posterior,0.7930422,0.6263888,0.7076774,media,,,,
Meta Facebook,967216.5,prior,0.9552376,0.70325434,0.83546203,media,,,,
Meta Facebook,970306.625,posterior,0.7935652,0.62713504,0.70832825,media,,,,
Meta Facebook,970306.625,prior,0.95537376,0.7039196,0.8358809,media,,,,
Meta Facebook,973396.75,posterior,0.7940856,0.62787825,0.7089776,media,,,,
Meta Facebook,973396.75,prior,0.9555092,0.70458186,0.83629817,media,,,,
Meta Facebook,976487.0,posterior,0.79460347,0.6286185,0.7096222,media,,,,
Meta Facebook,976487.0,prior,0.9556437,0.70524114,0.83671296,media,,,,
Meta Facebook,979577.125,posterior,0.79511863,0.6293558,0.71026504,media,,,,
Meta Facebook,979577.125,prior,0.9557774,0.7058975,0.8371251,media,,,,
Meta Facebook,982667.25,posterior,0.7956313,0.6300902,0.7109053,media,,,,
Meta Facebook,982667.25,prior,0.9559104,0.706551,0.83753645,media,,,,
Meta Facebook,985757.375,posterior,0.7961413,0.6308217,0.71154207,media,,,,
Meta Facebook,985757.375,prior,0.9560425,0.70720154,0.83794445,media,,,,
Meta Facebook,988847.5,posterior,0.7966488,0.63155025,0.71217567,media,,,,
Meta Facebook,988847.5,prior,0.9561739,0.7078492,0.8383514,media,,,,
Meta Facebook,991937.6875,posterior,0.7971538,0.632276,0.7128075,media,,,,
Meta Facebook,991937.6875,prior,0.9563044,0.708494,0.8387549,media,,,,
Meta Facebook,995027.8125,posterior,0.7976563,0.6329989,0.7134362,media,,,,
Meta Facebook,995027.8125,prior,0.9564342,0.709136,0.83915806,media,,,,
Meta Facebook,998117.9375,posterior,0.79815626,0.6337189,0.7140617,media,,,,
Meta Facebook,998117.9375,prior,0.95656323,0.70977515,0.83955824,media,,,,
Meta Facebook,1001208.0625,posterior,0.79865384,0.6344362,0.7146847,media,,,,
Meta Facebook,1001208.0625,prior,0.9566915,0.7104115,0.83995664,media,,,,
Meta Facebook,1004298.3125,posterior,0.7991489,0.6351506,0.7153054,media,,,,
Meta Facebook,1004298.3125,prior,0.956819,0.7110451,0.8403528,media,,,,
Meta Facebook,1007388.4375,posterior,0.7996416,0.63586223,0.7159223,media,,,,
Meta Facebook,1007388.4375,prior,0.9569458,0.7116759,0.8407475,media,,,,
Meta Facebook,1010478.5625,posterior,0.80013186,0.6365711,0.7165382,media,,,,
Meta Facebook,1010478.5625,prior,0.9570718,0.71230394,0.84113973,media,,,,
Meta Facebook,1013568.6875,posterior,0.8006197,0.6372772,0.7171505,media,,,,
Meta Facebook,1013568.6875,prior,0.95719707,0.71292925,0.8415301,media,,,,
Meta Facebook,1016658.875,posterior,0.80110514,0.6379806,0.7177588,media,,,,
Meta Facebook,1016658.875,prior,0.9573216,0.7135519,0.84191906,media,,,,
Meta Facebook,1019749.0,posterior,0.8015883,0.63868123,0.71836585,media,,,,
Meta Facebook,1019749.0,prior,0.9574454,0.71417177,0.84230536,media,,,,
Meta Facebook,1022839.125,posterior,0.80206907,0.63937914,0.7189713,media,,,,
Meta Facebook,1022839.125,prior,0.9575685,0.71478903,0.84269035,media,,,,
Meta Facebook,1025929.375,posterior,0.8025476,0.64007443,0.7195731,media,,,,
Meta Facebook,1025929.375,prior,0.9576909,0.7154036,0.8430738,media,,,,
Meta Facebook,1029019.5,posterior,0.80302376,0.64076704,0.7201723,media,,,,
Meta Facebook,1029019.5,prior,0.9578126,0.7160156,0.84345454,media,,,,
Meta Facebook,1032109.625,posterior,0.8034976,0.64145696,0.7207688,media,,,,
Meta Facebook,1032109.625,prior,0.9579336,0.71662486,0.8438335,media,,,,
Meta Facebook,1035199.75,posterior,0.8039692,0.64214426,0.7213629,media,,,,
Meta Facebook,1035199.75,prior,0.9580539,0.7172316,0.8442105,media,,,,
Meta Facebook,1038289.875,posterior,0.80443853,0.6428289,0.7219538,media,,,,
Meta Facebook,1038289.875,prior,0.9581735,0.71783566,0.8445861,media,,,,
Meta Facebook,1041380.0625,posterior,0.8049056,0.6435109,0.7225437,media,,,,
Meta Facebook,1041380.0625,prior,0.9582925,0.7184372,0.84496,media,,,,
Meta Facebook,1044470.1875,posterior,0.80537045,0.6441903,0.7231299,media,,,,
Meta Facebook,1044470.1875,prior,0.95841074,0.7190362,0.84533215,media,,,,
Meta Facebook,1047560.3125,posterior,0.8058331,0.6448671,0.72371435,media,,,,
Meta Facebook,1047560.3125,prior,0.95852834,0.7196327,0.8457015,media,,,,
Meta Facebook,1050650.5,posterior,0.80629355,0.6455414,0.72429454,media,,,,
Meta Facebook,1050650.5,prior,0.9586452,0.7202266,0.8460697,media,,,,
Meta Facebook,1053740.625,posterior,0.80675185,0.6462132,0.72487426,media,,,,
Meta Facebook,1053740.625,prior,0.9587616,0.720818,0.8464362,media,,,,
Meta Facebook,1056830.875,posterior,0.80720794,0.64688236,0.7254511,media,,,,
Meta Facebook,1056830.875,prior,0.95887715,0.7214069,0.84680116,media,,,,
Meta Facebook,1059921.0,posterior,0.80766195,0.64754903,0.7260254,media,,,,
Meta Facebook,1059921.0,prior,0.9589921,0.72199327,0.84716386,media,,,,
Meta Facebook,1063011.125,posterior,0.80811375,0.64821315,0.72659725,media,,,,
Meta Facebook,1063011.125,prior,0.95910645,0.7225773,0.8475255,media,,,,
Meta Facebook,1066101.25,posterior,0.8085635,0.6488748,0.7271668,media,,,,
Meta Facebook,1066101.25,prior,0.9592202,0.7231588,0.8478849,media,,,,
Meta Facebook,1069191.375,posterior,0.8090111,0.6495339,0.72773373,media,,,,
Meta Facebook,1069191.375,prior,0.9593332,0.72373784,0.8482438,media,,,,
Meta Facebook,1072281.5,posterior,0.8094566,0.65019065,0.72829837,media,,,,
Meta Facebook,1072281.5,prior,0.95944566,0.7243145,0.848599,media,,,,
Meta Facebook,1075371.75,posterior,0.80990005,0.6508448,0.7288608,media,,,,
Meta Facebook,1075371.75,prior,0.9595575,0.72488874,0.8489541,media,,,,
Meta Facebook,1078461.875,posterior,0.8103414,0.6514966,0.7294211,media,,,,
Meta Facebook,1078461.875,prior,0.9596687,0.72546065,0.8493062,media,,,,
Meta Facebook,1081552.0,posterior,0.8107808,0.652146,0.7299786,media,,,,
Meta Facebook,1081552.0,prior,0.9597793,0.7260301,0.8496573,media,,,,
Meta Facebook,1084642.125,posterior,0.81121814,0.6527929,0.7305344,media,,,,
Meta Facebook,1084642.125,prior,0.9598893,0.72659725,0.85000664,media,,,,
Meta Facebook,1087732.25,posterior,0.81165344,0.6534375,0.73108834,media,,,,
Meta Facebook,1087732.25,prior,0.95999867,0.72716206,0.850355,media,,,,
Meta Facebook,1090822.375,posterior,0.8120867,0.6540796,0.7316379,media,,,,
Meta Facebook,1090822.375,prior,0.96010745,0.7277245,0.85070145,media,,,,
Meta Facebook,1093912.5,posterior,0.81251806,0.6547194,0.7321859,media,,,,
Meta Facebook,1093912.5,prior,0.9602157,0.72828466,0.8510456,media,,,,
Meta Facebook,1097002.75,posterior,0.8129474,0.6553568,0.7327327,media,,,,
Meta Facebook,1097002.75,prior,0.9603233,0.7288425,0.851389,media,,,,
Meta Facebook,1100092.875,posterior,0.8133747,0.65599185,0.73327714,media,,,,
Meta Facebook,1100092.875,prior,0.9604303,0.7293981,0.8517308,media,,,,
Meta Facebook,1103183.0,posterior,0.81380016,0.65662456,0.7338201,media,,,,
Meta Facebook,1103183.0,prior,0.9605368,0.7299513,0.8520705,media,,,,
Meta Facebook,1106273.25,posterior,0.81422365,0.65725493,0.73435825,media,,,,
Meta Facebook,1106273.25,prior,0.9606427,0.73050237,0.852409,media,,,,
Meta Facebook,1109363.375,posterior,0.8146452,0.65788305,0.7348965,media,,,,
Meta Facebook,1109363.375,prior,0.960748,0.73105115,0.8527452,media,,,,
Meta Facebook,1112453.5,posterior,0.81506485,0.65850884,0.73543036,media,,,,
Meta Facebook,1112453.5,prior,0.9608528,0.7315977,0.85308075,media,,,,
Meta Facebook,1115543.625,posterior,0.8154826,0.6591324,0.7359642,media,,,,
Meta Facebook,1115543.625,prior,0.960957,0.73214203,0.8534143,media,,,,
Meta Facebook,1118633.75,posterior,0.8158985,0.6597536,0.73649544,media,,,,
Meta Facebook,1118633.75,prior,0.96106064,0.7326842,0.8537463,media,,,,
Meta Facebook,1121723.875,posterior,0.8163125,0.6603726,0.73702544,media,,,,
Meta Facebook,1121723.875,prior,0.96116376,0.73322415,0.8540772,media,,,,
Meta Facebook,1124814.125,posterior,0.81672466,0.66098934,0.737551,media,,,,
Meta Facebook,1124814.125,prior,0.96126634,0.73376197,0.85440654,media,,,,
Meta Facebook,1127904.25,posterior,0.817135,0.66160387,0.73807526,media,,,,
Meta Facebook,1127904.25,prior,0.9613683,0.7342976,0.8547342,media,,,,
Meta Facebook,1130994.375,posterior,0.8175434,0.6622161,0.7385983,media,,,,
Meta Facebook,1130994.375,prior,0.9614698,0.73483104,0.8550604,media,,,,
Meta Facebook,1134084.5,posterior,0.81795007,0.6628262,0.73911816,media,,,,
Meta Facebook,1134084.5,prior,0.9615708,0.73536235,0.855385,media,,,,
Meta Facebook,1137174.625,posterior,0.8183549,0.663434,0.73963624,media,,,,
Meta Facebook,1137174.625,prior,0.96167123,0.7358915,0.85570806,media,,,,
Meta Facebook,1140264.75,posterior,0.81875795,0.6640397,0.7401526,media,,,,
Meta Facebook,1140264.75,prior,0.9617711,0.7364186,0.8560301,media,,,,
Meta Facebook,1143354.875,posterior,0.8191592,0.66464317,0.74066776,media,,,,
Meta Facebook,1143354.875,prior,0.96187043,0.7369436,0.85635006,media,,,,
Meta Facebook,1146445.125,posterior,0.8195587,0.6652446,0.74117935,media,,,,
Meta Facebook,1146445.125,prior,0.9619693,0.7374665,0.8566695,media,,,,
Meta Facebook,1149535.25,posterior,0.8199564,0.6658437,0.7416899,media,,,,
Meta Facebook,1149535.25,prior,0.9620677,0.73798734,0.85698676,media,,,,
Meta Facebook,1152625.375,posterior,0.82035244,0.66644084,0.7421986,media,,,,
Meta Facebook,1152625.375,prior,0.9621656,0.73850614,0.8573028,media,,,,
Meta Facebook,1155715.625,posterior,0.82074666,0.6670357,0.74270445,media,,,,
Meta Facebook,1155715.625,prior,0.96226287,0.73902285,0.85761786,media,,,,
Meta Facebook,1158805.75,posterior,0.8211391,0.6676285,0.7432076,media,,,,
Meta Facebook,1158805.75,prior,0.9623597,0.73953754,0.857931,media,,,,
Meta Facebook,1161895.875,posterior,0.8215299,0.66821915,0.74370986,media,,,,
Meta Facebook,1161895.875,prior,0.96245605,0.74005014,0.8582429,media,,,,
Meta Facebook,1164986.0,posterior,0.821919,0.66880774,0.7442109,media,,,,
Meta Facebook,1164986.0,prior,0.96255195,0.74056077,0.8585536,media,,,,
Meta Facebook,1168076.125,posterior,0.82230645,0.66939425,0.7447083,media,,,,
Meta Facebook,1168076.125,prior,0.9626473,0.74106944,0.8588622,media,,,,
Meta Facebook,1171166.25,posterior,0.82269216,0.6699787,0.745206,media,,,,
Meta Facebook,1171166.25,prior,0.9627422,0.7415761,0.85917044,media,,,,
Meta Facebook,1174256.5,posterior,0.8230762,0.670561,0.7456991,media,,,,
Meta Facebook,1174256.5,prior,0.9628366,0.7420807,0.85947734,media,,,,
Meta Facebook,1177346.625,posterior,0.8234586,0.6711414,0.74619186,media,,,,
Meta Facebook,1177346.625,prior,0.9629305,0.7425834,0.8597823,media,,,,
Meta Facebook,1180436.75,posterior,0.82383937,0.6717197,0.7466822,media,,,,
Meta Facebook,1180436.75,prior,0.96302396,0.7430842,0.8600857,media,,,,
Meta Facebook,1183526.875,posterior,0.82421845,0.67229587,0.7471707,media,,,,
Meta Facebook,1183526.875,prior,0.96311694,0.74358296,0.8603883,media,,,,
Meta Facebook,1186617.0,posterior,0.8245959,0.6728701,0.74765795,media,,,,
Meta Facebook,1186617.0,prior,0.96320945,0.7440798,0.8606895,media,,,,
Meta Facebook,1189707.125,posterior,0.82497174,0.6734423,0.7481427,media,,,,
Meta Facebook,1189707.125,prior,0.96330154,0.7445748,0.8609893,media,,,,
Meta Facebook,1192797.25,posterior,0.825346,0.6740125,0.7486259,media,,,,
Meta Facebook,1192797.25,prior,0.96339315,0.7450678,0.8612877,media,,,,
Meta Facebook,1195887.5,posterior,0.82571864,0.67458075,0.7491074,media,,,,
Meta Facebook,1195887.5,prior,0.9634842,0.7455589,0.8615851,media,,,,
Meta Facebook,1198977.625,posterior,0.8260897,0.675147,0.749586,media,,,,
Meta Facebook,1198977.625,prior,0.96357495,0.74604815,0.86188114,media,,,,
Meta Facebook,1202067.75,posterior,0.82645917,0.6757113,0.75006354,media,,,,
Meta Facebook,1202067.75,prior,0.9636652,0.7465355,0.8621757,media,,,,
Meta Facebook,1205158.0,posterior,0.8268271,0.6762736,0.7505382,media,,,,
Meta Facebook,1205158.0,prior,0.96375495,0.74702096,0.86246985,media,,,,
Meta Facebook,1208248.125,posterior,0.8271935,0.676834,0.7510133,media,,,,
Meta Facebook,1208248.125,prior,0.9638443,0.7475046,0.86276174,media,,,,
Meta Facebook,1211338.25,posterior,0.8275583,0.6773924,0.7514848,media,,,,
Meta Facebook,1211338.25,prior,0.96393317,0.7479864,0.8630523,media,,,,
Meta Facebook,1214428.375,posterior,0.82792157,0.67794895,0.7519545,media,,,,
Meta Facebook,1214428.375,prior,0.9640217,0.7484664,0.86334234,media,,,,
Meta Facebook,1217518.5,posterior,0.8282833,0.6785035,0.7524243,media,,,,
Meta Facebook,1217518.5,prior,0.9641097,0.74894446,0.86363083,media,,,,
Meta Facebook,1220608.625,posterior,0.82864356,0.6790562,0.7528902,media,,,,
Meta Facebook,1220608.625,prior,0.96419734,0.7494208,0.86391854,media,,,,
Meta Facebook,1223698.875,posterior,0.82900226,0.67960703,0.7533549,media,,,,
Meta Facebook,1223698.875,prior,0.96428454,0.7498954,0.8642037,media,,,,
Meta Facebook,1226789.0,posterior,0.8293595,0.68015593,0.75381744,media,,,,
Meta Facebook,1226789.0,prior,0.96437126,0.7503681,0.86448914,media,,,,
Meta Facebook,1229879.125,posterior,0.82971525,0.680703,0.7542806,media,,,,
Meta Facebook,1229879.125,prior,0.9644576,0.75083905,0.86477304,media,,,,
Meta Facebook,1232969.25,posterior,0.8300695,0.6812482,0.7547395,media,,,,
Meta Facebook,1232969.25,prior,0.9645435,0.7513082,0.8650552,media,,,,
Meta Facebook,1236059.375,posterior,0.8304223,0.6817915,0.7551982,media,,,,
Meta Facebook,1236059.375,prior,0.96462905,0.75177556,0.8653364,media,,,,
Meta Facebook,1239149.5,posterior,0.8307736,0.68233293,0.7556537,media,,,,
Meta Facebook,1239149.5,prior,0.9647141,0.75224125,0.865617,media,,,,
Meta Facebook,1242239.625,posterior,0.8311235,0.68287253,0.7561087,media,,,,
Meta Facebook,1242239.625,prior,0.9647988,0.75270516,0.86589533,media,,,,
Meta Facebook,1245329.875,posterior,0.8314719,0.68341035,0.7565612,media,,,,
Meta Facebook,1245329.875,prior,0.9648831,0.7531673,0.86617315,media,,,,
Meta Facebook,1248420.0,posterior,0.8318189,0.68394625,0.7570122,media,,,,
Meta Facebook,1248420.0,prior,0.964967,0.7536277,0.8664495,media,,,,
Meta Facebook,1251510.125,posterior,0.83216447,0.6844805,0.75746167,media,,,,
Meta Facebook,1251510.125,prior,0.96505046,0.7540865,0.8667254,media,,,,
Meta Facebook,1254600.375,posterior,0.83250856,0.6850128,0.7579087,media,,,,
Meta Facebook,1254600.375,prior,0.96513355,0.75454354,0.867,media,,,,
Meta Facebook,1257690.5,posterior,0.8328513,0.68554336,0.75835633,media,,,,
Meta Facebook,1257690.5,prior,0.96521616,0.75499886,0.86727315,media,,,,
Meta Facebook,1260780.625,posterior,0.83319265,0.6860721,0.75879955,media,,,,
Meta Facebook,1260780.625,prior,0.96529853,0.7554525,0.8675454,media,,,,
Meta Facebook,1263870.75,posterior,0.8335326,0.6865992,0.75924295,media,,,,
Meta Facebook,1263870.75,prior,0.96538043,0.7559045,0.8678163,media,,,,
Meta Facebook,1266960.875,posterior,0.8338711,0.68712443,0.7596843,media,,,,
Meta Facebook,1266960.875,prior,0.9654619,0.75635475,0.8680861,media,,,,
Meta Facebook,1270051.0,posterior,0.83420837,0.6876479,0.7601241,media,,,,
Meta Facebook,1270051.0,prior,0.9655431,0.7568034,0.8683546,media,,,,
Meta Facebook,1273141.25,posterior,0.83454424,0.6881696,0.7605622,media,,,,
Meta Facebook,1273141.25,prior,0.96562386,0.75725037,0.8686227,media,,,,
Meta Facebook,1276231.375,posterior,0.8348787,0.68868953,0.76099813,media,,,,
Meta Facebook,1276231.375,prior,0.9657042,0.75769573,0.86888903,media,,,,
Meta Facebook,1279321.5,posterior,0.8352118,0.6892078,0.7614324,media,,,,
Meta Facebook,1279321.5,prior,0.96578425,0.75813943,0.8691538,media,,,,
Meta Facebook,1282411.625,posterior,0.83554363,0.6897243,0.76186615,media,,,,
Meta Facebook,1282411.625,prior,0.9658638,0.7585815,0.8694185,media,,,,
Meta Facebook,1285501.75,posterior,0.8358741,0.69023913,0.7622986,media,,,,
Meta Facebook,1285501.75,prior,0.96594316,0.759022,0.8696818,media,,,,
Meta Facebook,1288591.875,posterior,0.83620316,0.69075227,0.7627286,media,,,,
Meta Facebook,1288591.875,prior,0.966022,0.7594609,0.8699437,media,,,,
Meta Facebook,1291682.0,posterior,0.8365309,0.6912637,0.7631574,media,,,,
Meta Facebook,1291682.0,prior,0.9661006,0.7598982,0.87020516,media,,,,
Meta Facebook,1294772.25,posterior,0.83685744,0.6917734,0.76358443,media,,,,
Meta Facebook,1294772.25,prior,0.9661787,0.7603339,0.8704654,media,,,,
Meta Facebook,1297862.375,posterior,0.83718264,0.6922815,0.764009,media,,,,
Meta Facebook,1297862.375,prior,0.9662565,0.760768,0.8707242,media,,,,
Meta Facebook,1300952.5,posterior,0.8375066,0.6927878,0.7644343,media,,,,
Meta Facebook,1300952.5,prior,0.966334,0.7612005,0.8709829,media,,,,
Meta Facebook,1304042.75,posterior,0.8378292,0.6932925,0.76485676,media,,,,
Meta Facebook,1304042.75,prior,0.96641105,0.7616315,0.8712394,media,,,,
Meta Facebook,1307132.875,posterior,0.8381505,0.69379556,0.76527727,media,,,,
Meta Facebook,1307132.875,prior,0.9664878,0.76206094,0.87149584,media,,,,
Meta Facebook,1310223.0,posterior,0.8384706,0.69429696,0.7656962,media,,,,
Meta Facebook,1310223.0,prior,0.9665642,0.76248884,0.87175083,media,,,,
Meta Facebook,1313313.125,posterior,0.8387894,0.69479674,0.76611394,media,,,,
Meta Facebook,1313313.125,prior,0.9666403,0.7629152,0.8720046,media,,,,
Meta Facebook,1316403.25,posterior,0.8391069,0.69529486,0.7665302,media,,,,
Meta Facebook,1316403.25,prior,0.96671593,0.76334006,0.8722574,media,,,,
Meta Facebook,1319493.375,posterior,0.83942324,0.6957914,0.7669441,media,,,,
Meta Facebook,1319493.375,prior,0.96679133,0.76376337,0.8725097,media,,,,
Meta Facebook,1322583.625,posterior,0.83973825,0.6962864,0.7673587,media,,,,
Meta Facebook,1322583.625,prior,0.9668663,0.7641852,0.8727606,media,,,,
Meta Facebook,1325673.75,posterior,0.840052,0.6967796,0.76777095,media,,,,
Meta Facebook,1325673.75,prior,0.966941,0.7646055,0.8730103,media,,,,
Meta Facebook,1328763.875,posterior,0.84036463,0.69727135,0.76818085,media,,,,
Meta Facebook,1328763.875,prior,0.9670154,0.7650243,0.87325966,media,,,,
Meta Facebook,1331854.0,posterior,0.840676,0.6977614,0.7685892,media,,,,
Meta Facebook,1331854.0,prior,0.96708935,0.7654416,0.87350744,media,,,,
Meta Facebook,1334944.125,posterior,0.84098613,0.69824994,0.76899767,media,,,,
Meta Facebook,1334944.125,prior,0.9671631,0.7658574,0.87375474,media,,,,
Meta Facebook,1338034.25,posterior,0.8412951,0.69873685,0.7694033,media,,,,
Meta Facebook,1338034.25,prior,0.9672364,0.76627177,0.8740005,media,,,,
Meta Facebook,1341124.375,posterior,0.84160286,0.6992222,0.7698089,media,,,,
Meta Facebook,1341124.375,prior,0.9673094,0.76668465,0.87424535,media,,,,
Meta Facebook,1344214.625,posterior,0.84190947,0.699706,0.7702119,media,,,,
Meta Facebook,1344214.625,prior,0.96738213,0.7670961,0.8744895,media,,,,
Meta Facebook,1347304.75,posterior,0.8422148,0.7001883,0.7706133,media,,,,
Meta Facebook,1347304.75,prior,0.9674545,0.76750606,0.8747328,media,,,,
Meta Facebook,1350394.875,posterior,0.842519,0.700669,0.77101433,media,,,,
Meta Facebook,1350394.875,prior,0.96752656,0.7679147,0.8749748,media,,,,
Meta Facebook,1353485.125,posterior,0.842822,0.7011482,0.77141285,media,,,,
Meta Facebook,1353485.125,prior,0.9675983,0.7683218,0.8752164,media,,,,
Meta Facebook,1356575.25,posterior,0.8431239,0.7016258,0.77181137,media,,,,
Meta Facebook,1356575.25,prior,0.9676697,0.7687275,0.8754566,media,,,,
Meta Facebook,1359665.375,posterior,0.8434246,0.70210195,0.77220756,media,,,,
